token	normalised
me	me
met	met
an	an
ur̃e	vostre
menaie	menaie
	
di	di
donc	donc
fet	fet
cil	cil
se	se
tu	tu
otroies	otroies
q̃	que
uaĩcuz	vaincuz
	et
recreanz	recreanz
soies	soies
sire	sire
fet	fet
il	il
ilipert	ilipert
bien	bien
veincuz	veincuz
sui	sui
maleoit	maleoit
gre	gré
mien	mien
	et
recreanz	recreanz
ce	ce
uos	vos
otroj	otroi
	
donc	donc
nas	nas
tu	tu
mes	mes
garde	garde
demoj	demoi
	et
mes	mes
lyeons	lyeons
teraseure	teraseüre
tantost	tantost
uienẽt	vienent
gͣnt	grant
aleure	aleüre
totes	totes
lesgenz	lesgenz
anuirõ	anviron
luj	lui
	
	et
li	li
sire	sire
	et
la	la
dame	dame
anduj	andui
lifont	lifont
gͣnt	grant
ioie	joie
silacolent	etsilacolent
	et
delor	delor
fille	fille
li	li
parolent	parolent
sili	sili
dient	dient
orseroiz	orseroiz
uos	vos
dameisiax	dameisiax
	et
sires	sires
denos	denos
	et
nr̃e	nostre
fille	fille
iert	iert
ur̃e	vostre
dame	dame
car	car
nos	nos
la	la
uos	vos
donrons	donrons
afame	afame
	
	et
ie	je
fet	fet
il	il
la	la
uos	vos
redoing	redoing
qͥ	qui
uialt	vialt
si	si
lait	lait
	
ie	je
nen	nen
ai	ai
soing	soing
sinen	sinen
di	di
ge	ge
rien	rien
p᷑	por
desdeing	desdeing
	
ne	ne
uos	vos
poist	poist
se	se
ie	je
ne	ne
lapreing	lapreing
q̃	que
ie	je
ne	ne
puis	puis
ne	ne
ie	je
ne	ne
doj	doi
	
mes	mes
sil	sil
uos	vos
plest	plest
deliurez	delivrez
moj	moi
les	les
cheitiues	cheitives
q̃	que
uos	vos
auez	avez
litermes	litermes
est	est
biẽ	bien
le	le
sauez	savez
q̃	que
les	les
san	san
doiuent	doivent
aler	aler
quites	quites
par	par
diu	diu
fait	fait
lirois	lirois
pͥsonniers	prisonniers
janenserres	janenserrés
sitͣ	sitra
uillies	villiés
porlui	porlui
q̃rre	querre
ne	ne
demand̃	demander
	
enlaforest	enlaforest
le	le
ui	vi
entrer	entrer
dencheborc	dencheborc
pas	pas
nedoutes	nedoutés
	
	et
se	se
uos	vos
mõ	mon
ꝯsel	consel
crees	creés
q̃	que
rre	rre
lires	lirés
celepartie	celepartie
se	se
uos	vos
au	av
es	és
tel	tel
druerie	drüerie
alui	alui
	
ꝯfaites	comfaites
lesanblant	lesanblant
laletroures	laletrovrés
mõ	mon
ensiant	ensiant
car	car
la	la
ante	ante
il	il
enlaforest	enlaforest
lirois	lirois
respont	respont
	
jce	ice
me	me
plest	plest
semes	semes
nies	niés
si	si
uelt	velt
acord̃	acorder
	
&	et
cil	cil
dist	dist
nefu	ne
vel	vel
refuser	refuser
cest	cest
los	los
mais	mais
autres	autres
mi᷒	mius
uauroit	vauroit
se	se
on	on
doñer	donner
le	le
uos	vos
sauoit	savoit
tͣ	tra
uals	vals
÷	est
	et
paĩne	painne
derrer	derrer
mais	mais
faites	faites
j	un
tornoj	tornoi
cͥer	crier
tot	tot
acertes	acertes
nõ	non
pas	pas
abordes	abordes
esplaĩs	esplains
pardeuant	pardevant
gedeordes	gedeordes
kidurt	kidurt
xv	xv
jors	jors
v	u
j	i
mois	mois
partot	partot
soit	soit
seus	seus
litornois	litornois
&	et
cil	cil
kilepͥs	kilepris
en	en
aura	avra
ꝙͣ	quan
t	t
litornoiem̃s	litornoiemens
faura	faura
asontalent	asontalent
ert	ert
mari	marï
es	és
⁊	et
si	si
rerra	serra
rois	rois
corones	coronés
dun	dun
rojaume	roiaume
sillereqͥert	sillerequiert
jamar	jamar
de	de
co	ço
endoutanche	endoutanche
ert	ert
	
se	se
f̃	fergus
	
÷	est
encest	encest
pais	païs
j	i
l	l
j	i
uenra	venra
je	je
uos	vos
pleuis	plevis
	
niert	niert
ensi	ensi
lõtaĩne	lontainne
ꝯtree	contree
ꝙͣ	quan
t	t
il	il
ora	ora
la	la
renom̃ee	renommee
&	et
le	le
cri	cri
del	del
tomoiem̃t	tomoiement
qͥ	qui
l	l
ni	ni
uiengne	viengne
deliurem̃t	delivrement
sil	sil
aim̃e	aimme
poĩt	point
chch̃rie	chchevalierie
lirois	lirois
art᷒	artus
trestot	trestot
otͥe	otrie
ꝙͣ	quan
q̃s	ques
ses	ses
nies	niés
li	li
ueut	veut
mand	
loer	loer
m	m
aĩtenant	aintenant
fait	fait
partot	partot
mãd̃	mander
q̃	que
niremaĩgne	niremaingne
ch̃r	chevalier
qͥ	qui
tost	tost
ne	ne
uiegne	viegne
tornoier	tornoier
desus	desus
gedeorde	gedeorde
enla	enla
plaiñe	plainne
qͥ	qui
duerra	düerra
plus	plus
de	de
quĩsaĩne	quinsainne
	
r̃	renarz
ne	ne
fumie	fumie
aseior	asejor
einz	einz
saut	saut
sus	sus
lacreste	lacreste
dunfor	dunfor
lasequati	lasequati
li	li
chien	chien
troverent	troverent
r̃	renart
perdirent	perdirent
soupasserent	soupasserent
tant	tant
ont	ont
coreu	coreü
lorchemĩ	lorchemin
qͥ	qui
lencontrerent	lencontrerent
jsangrin	isangrin
onques	onques
nouvorent	nouvorent
desfier	desfïer
	
sapel	sapel
ꝯmencent	commencent
apeler	apeler
	et
ildurement	ildurement
se	se
desfant	desfant
qͥ	qui
ilconsuit	ilconsuit
as	as
danz	danz
lefent	lefent
labataille	labataille
est	est
par	par
cõtencon	contençon
	
disangrin	disangrin
volent	volent
liflocom	liflocom
renart	renart
fu	fu
sor	sor
le	le
for	for
muciez	muciez
sienfu	sienfu
ml̃t	mout
joienz	joienz
liez	etliez
labataille	labataille
prant	prant
agarder	agarder
	et
y	ysangrin
aremproner	aremproner
	
or	or
auez	avez
vos	vos
leguerredon	leguerredon
mar	mar
imenjastes	imenjastes
lebacon	lebacon
y	ysangrin
est	est
en	en
maudeport	maudeport
	
j	i
leuc	leuc
auoit	avoit
i	un
gaignon	gaignon
fort	fort
y	ysangrin
lasaisi	lasaisi
as	as
braz	braz
orest	orest
cheuz	cheüz
a	a
ml̃t	mout
maulaz	maulaz
q̃	que
cil	cil
lipresente	lipresente
lesdanz	lesdanz
	et
ensapel	ensapel
limet	limet
dedanz	dedanz
	et
il	il
leblescent	leblescent
malement	malement
maint	maint
en	en
ocist	ocist
desforcement	desforcement
lichien	lichien
nenporent	nenporent
endurer	endurer
	
y	ysangrin
laissierent	laissierent
ester	ester
tornez	tornez
sen	sen
est	est
grant	grant
aleure	aleüre
	et
vait	vait
allors	allors
g	g
querre	querre
pasture	pasture
adont	adont
sapanse	sapanse
dune	dune
chose	chose
dom	dom
il	il
sa	sa
fame	fame
asoncuer	asoncuer
chose	chose
dece	dece
que	que
foutue	foutue
lia	lia
r̃	renarz
	
ml̃t	mout
par	par
san	san
aira	aïra
	
tele	tel
ire	ire
ena	ena
aucuer	aucuer
eu	eü
dece	dece
quil	quil
a	a
alui	alui
geu	geü
	
si	si
seremet	seremet
ml̃t	mout
tost	tost
arriere	arriere
	et
vint	vint
tout	tout
droit	droit
asaqarriere	asaqarriere
o	o
u	v
safame	safame
troua	trova
seant	seant
r̃	renart
menace	menace
durement	durement
	et
distseil	distseil
lepuet	lepuet
tenir	tenir
demalemort	demalemort
lestuet	lestuet
morir	morir
taire	taire
me	me
vuel	vuel
de	de
nos	nos
signours	signours
cui	cui
dex	dex
a	a
ordene	ordené
doctours	doctours
au	au
mõde	monde
	
sour	sour
la	la
gent	gent
petie	petite
e	
assez	assez
en	en
ai	ai
parle	parlé
aillours	aillours
ne	ne
somez	somez
digne	digne
des	des
millours	millours
la	la
raisons	raisons
en	en
est	est
biẽ	bien
escrit	escrit
e	e
i	j
e	e
lis	lis
que	que
selonc	selonc
la	la
merite	merite
des	des
oeurez	oevrez
de	de
la	la
gent	gent
sougite	sougite
a	a
dex	dex
ordenez	ordenez
lez	lez
pastour	pastour
s	s
li	li
fol	fol
en	en
cuidẽt	cuident
estre	estre
quite	quite
	
mlt	molt
lour	lour
plait	plait
	et
ml̃t	molt
lour	lour
delite	delite
en	en
lour	lour
mestrez	mestrez
le	le
folz	folz
atours	atours
de	de
son	son
demage	demage
va	va
iouant	jouant
qͥ	qui
la	la
folie	folie
va	va
ioiant	joiant
qͥ	qui
de	de
son	son
mestre	mestre
li	li
eschiet	eschiet
sil	sil
auient	avient
q̃	que
dui	dui
non	non
uiant	viant
sentresiuent	sentresivent
se	se
cil	cil
deuant	devant
par	par
auenture	aventure
en	en
fosse	fosse
chiet	chiet
cil	cil
qui	qui
le	le
suit	suit
apres	aprés
rechiet	rechiet
maudite	maudite
est	est
terre	terre
qui	qui
eschiet	eschiet
en	en
baillie	baillie
de	de
roy	roy
anfant	anfant
car	car
se	se
il	il
de	de
sonour	sonour
dechiet	dechiet
	
atous	atous
ceus	ceus
dou	dou
reĩgne	reingne
meschiet	meschiet
qͥ	qui
de	de
lui	lui
atendent	atendent
garent	garent
hom	hom
entan	entan
	
naies	naies
en	en
despit	despit
bon	bon
ꝯsoil	consoil
mais	mais
croi	croi
sens	sens
respit	respit
	
car	car
fox	fox
est	est
qui	qui
son	son
preu	preu
respite	respite
i	j
ai	ai
cest	cest
laituaire	laituaire
confit	confit
pour	pour
tõ	ton
preu	preu
	
	et
pour	pour
tõ	ton
profit	profit
	
ml̃t	molt
serai	serai
liez	liez
se	se
te	te
profite	profite
la	la
poisons	poisons
que	que
ie	je
ai	ai
ꝯfite	confite
	
	et
se	se
tu	tu
as	as
sante	santé
despite	despite
	
pour	pour
tant	tant
ne	ne
mas	mas
pas	pas
desconfit	desconfit
n	n
e	e
mesperance	mesperance
desconfite	desconfite
de	de
la	la
chose	chose
q̃	que
cil	cil
a	a
ditet	dite
qͥ	qui
riens	riens
quil	quil
die	die
ne	ne
desdit	desdit
diex	diex
dit	dit
quil	quil
rãdra	randra
la	la
merite	merite
des	des
labourscis	labourscis
mos	mos
me	me
delite	delite
	
hom	hom
entã	entan
pour	pour
quoi	quoi
mẽ	men
delit	delit
ce	ce
nest	nest
pas	pas
parole	parole
petite	petite
i	j
e	e
ai	ai
ceste	ceste
parole	parole
eslite	eslite
	
car	car
ie	je
vuel	vuel
pͣndre	prandre
dieu	dieu
a	a
git	git
la	la
nat᷑e	nature
dou	dou
safir	safir
dou	dou
saphir	saphir
q̃diex	quediex
tãt	tant
ama	ama
q̃	que
saĩte	sainte
pierre	pierre
le	le
clama	clama
	
&	et
nous	nous
ladeuons	ladevons
mex	mex
amer	amer
qant	qant
lui	lui
la	la
plot	plot
ensi	ensi
nom͛	nomer
en	en
romans	romans
endirons	endirons
lestoire	lestoire
couenable	covenable
÷	est
	
ce	ce
est	est
la	la
voire	voire
ce	ce
nous	nous
raconte	raconte
li	li
viez	viez
contes	contes
as	as
rois	rois
	et
as	as
dus	dus
	et
as	as
contes	contes
enlibe	enlibe
enchier	enchier
flun	flun
dorient	dorient
dedens	dedens
la	la
grauele	gravele
riant	riant
apres	aprés
les	les
sirtes	sirtes
sont	sont
trouei	trovei
li	li
vn	un
des	des
saphirs	saphirs
it	
esprouei	esprovei
sirte	sirte
sont	sont
j	un
peril	peril
douteus	douteus
la	la
sont	sont
pͥs	pris
saphir	saphir
deliteus	deliteus
au	au
pur	pur
ciel	ciel
samblent	samblent
li	li
plusor	plusor
dorient	dorient
qui	qui
gietent	gietent
luisor	luisor
et	et
enlagrant	enlagrant
turniq̃	turnique
as	as
turstrueuon	turstruevon
j	uns
saphirs	saphirs
pł	plus
oscurs	oscurs
q̃	que
les	les
gens	gens
dou	dou
pais	païs
itrueuent	itruevent
qͥ	qui
de	de
vertus	vertus
ml̃t	molt
mex	mex
se	se
prueuẽt	pruevent
&	et
pres	pres
dou	dou
pui	pui
ensont	ensont
j	un
pris	pris
q̃	que
gens	gens
tienent	tienent
de	de
menor	menor
pris	pris
mais	mais
tuit	tuit
sont	sont
de	de
par	par
dieu	dieu
venu	venu
tuit	tuit
sont	sont
anatural	anatural
tenu	tenu
mais	mais
li	li
j	uns
ont	ont
plus	plus
efficace	efficace
des	des
autres	autres
	et
plus	plus
haute	haute
grace	grace
qͥ	qui
droit	droit
saphir	saphir
a	a
agarder	agarder
souent	sovent
ideuroit	idevroit
esgarder	esgarder
&	et
veoir	veoir
ꝯm̃t	comment
il	il
lou	lou
garde	garde
ram̃toit	ramentoit
li	li
qͣnt	quant
il	il
lesgarde	lesgarde
qͥ	qui
l	l
garde	garde
encelestial	encelestial
regne	regne
	
ce	ce
est	est
sa	sa
vertus	vertus
meraine	premeraine
	
saphirs	saphirs
est	est
droite	droite
ram̃brance	ramembrance
desgarder	desgarder
a	a
nostre	nostre
creance	creance
&	et
ala	ala
parmenable	parmenable
vie	vie
saphirs	saphirs
destorne	destorne
male	male
enuie	envie
les	les
membres	membres
conforte	conforte
	et
le	le
cors	cors
&	et
par	par
dedens	dedens
	et
par	par
defors	defors
j	i
tel	tel
liure	livre
fait	fait
bon	bon
aprendre	aprendre
	
saphirs	saphirs
destorne	destorne
hõme	homme
de	de
prendre	prendre
niert	niert
pas	pas
delegier	delegier
entrepris	entrepris
desprisonez	desprisonez
ert	ert
sil	sil
est	est
vis	vis
lanuit	lanuit
reuenoit	revenoit
alostel	alostel
ladamoisele	ladamoisele
le	le
iooit	jooit
	et
itant	itant
b̃n	bien
le	le
ꝯnisoit	connisoit
q̃	que
	
ades	adés
q̃lle	quelle
lapeloit	lapeloit
deuãt	devant
ses	ses
pies	piés
sa	sa
ienolloit	jenolloit
del	del
piet	piet
litocoit	litocoit
alemaĩ	alemain
	
	et
deuant	devant
li	li
mãgoit	mangoit
lepaĩ	lepain
	
a	a
ml̃tgrans	moltgrans
trais	trais
buuoit	buvoit
le	le
uĩ	vin
	
p	p
or	or
	
lx	lx
lb̃	livres
dor	dor
fin	fin
nel	nel
vosist	vosist
	
lameschine	lameschine
tant	tant
ert	ert
licers	licers
de	de
bone	bone
orine	orine
car	car
lenuit	lenuit
s̃	ser
uoit	voit
almãg̃	almangier
	
siert	siert
enlui	enlui
del	del
candelier	candelier
siert	siert
enlui	enlui
del	del
candelier	candelier
deuant	devant
le	le
ꝑe	pere
ala	ala
pucele	pucele
	et
ml̃t	molt
estoit	estoit
seteste	seteste
bele	bele
qñt	quant
jgrans	unsgrans
cͥrges	cirges
iardoit	iardoit
sor	sor
casꝯ	cascun
raĩ	rain
q̃	que
il	il
auoit	avoit
ne	ne
fu	fu
beste	beste
si	si
servicable	serviçable
nule	nule
ne	ne
ui	vi
sientendable	sientendable
car	car
des	des
q̃	que
lisires	lisires
buuoit	buvoit
sise	sise
drecoit	dreçoit
licers	licers
tot	tot
droit	droit
ml̃t	molt
lot	lot
le	le
mescine	mescine
b̃n	bien
duit	duit
issi	issi
seruoit	servoit
casꝯ	cascun
ne	ne
nuit	nuit
ascanius	ascanius
qui	qui
valles	vallés
ere	ere
i	i
uint	vint
aenean	aenean
son	son
ꝑe	pere
seli	seli
ꝯm̃enca	commmenca
aproier	aproier
qͥlle	quille
laisast	laisast
al͛	aler
cach͛	cachier
v	u
seulem̃t	seulement
j	un
cerf	cerf
b̃ser	berser
sili	sili
dona	dona
ꝯgiet	congiet
daler	daler
ilade	ilade
ses	ses
pers	pers
tant	tant
semons	semons
qͥ	qui
laosoi	laosoi
xx	xx
ꝯpaignons	compaignons
	
p᷒	puis
est	est
mõtes	montés
el	el
coreor	coreor
	et
liautre	liautre
mõtent	montent
eslor	eslor
	
son	son
arc	arc
porta	porta
j	uns
siens	siens
ualles	vallés
	et
j	uns
autres	autres
son	son
b̃seres	berserés
cas	cas
ꝯ	cun
s	s
des	des
autͤs	autres
pͥst	prist
sespee	sespee
car	car
ne	ne
sauoient	savoient
la	la
ꝯtree	contree
ilnaloient	ilnaloient
pas	pas
por	por
vener	vener
mais	mais
por	por
le	le
damoisel	damoisel
gard̃	garder
	
tant	tant
ot	ont
ale	alé
	et
cheuauchiet	chevauchiet
delor	delor
	
st̃	sont
eslongiet	eslongiet
	
ml̃t	mout
seroit	seroit
de	de
haute	haute
bonte	bonté
	
mis	mis
se	se
seroit	seroit
en	en
droite	droite
voie	voie
et	e
el	el
droit	droit
ploi	ploi
de	de
la	la
coroie	coroie
ne	ne
uiuroit	vivroit
pas	pas
tant	tant
seulem̃t	seulement
pour	pour
soi	soi
mais	mais
pour	pour
toute	toute
la	la
gent	gent
	et
dius	dius
et	et
siecles	siecles
lameroit	lameroit
et	et
ceriroit	ceriroit
et	et
hounerroit	hounerroit
maistres	maistres
seneq̃s	seneques
ici	ici
fenist	fenist
qui	qui
maint	maint
houme	houme
	
b̃n	bien
aprist	aprist
	et
aprist	aprist
et	et
encore	encore
aprent	aprent
mais	mais
tels	tels
lot	lot
qui	qui
petit	petit
iprent	iprent
vn	un
clerc	clerc
qui	qui
parole	parole
atout	atout
plain	plain
degens	degens
r	
oume	roume
iherusalens	jherusalens
se	se
plaint	plaint
de	de
couvoitise	couvoitise
ki	ki
	
vaint	vaint
acre	etacre
et	et
damiete	damiete
ausi	ausi
	et
dient	dient
b̃n	bien
quen	quen
vous	vous
remaint	remaint
q̃damedius	quedamedius
et	et
tout	tout
li	li
saint	saint
ne	ne
sont	sont
en	en
la	la
tere	tere
serui	servi
de	de
damiete	damiete
sont	sont
saisi	saisi
ꝑ	par
le	le
legal	legal
nostre	nostre
anemi	anemi
	et
crestien	crestien
amort	amort
ataint	ataint
et	et
dient	dient
b̃n	bien
quil	quil
est	est
ensi	ensi
le	le
roi	roi
ihehanaues	jhehanavés
trai	traï
	
enqui	enqui
dius	dius
et	et
prouece	prouece
maĩt	maint
sainte	sainte
marie	marie
secoures	secourés
ala	ala
ioster	joster
oissies	oïssiés
noise	noise
gͣnt	grant
dambes	dambes
ii	ii
pars	pars
ne	ne
uõt	vont
pas	pas
manecant	maneçant
	
si	si
s	s
	
	et
deriere	deriere
	et
deuant	devant
dune	dune
gͣnt	grant
liue	liue
n	n
oist	oïst
on	on
dieu	dieu
tounant	tounant
euos	evos
	
y	ybert
aesꝑon	aesperon
broichant	broichant
	
ahaute	ahaute
voiz	voiz
ualiquens	valiquens
escͥant	escriant
ou	ou
ies	ies
r̃	raous
	
p᷑dieu	pordieu
le	le
raemãt	raemant
p᷑	por
qͦi	qoi
seroient	seroient
tant	tant
franc	franc
home	home
morant	morant
torne	torne
uers	vers
moi	moi
tõ	ton
destrier	destrier
auferant	auferant
	
se	se
tu	tu
me	me
uaĩs	vains
alespee	alespee
tranchant	tranchant
toute	toute
mat̃re	materre
aras	aras
atõ	aton
ꝯmant	commant
tuit	tuit
senfuirõt	senfuiront
