token	normalised
asis	asis
belement	belement
lez	lez
alez	alez
.f̃.	Fierabras
d	d
alixandre	alixandre
ueis	veis
li	li
conte	conte
est	est
alez	alez
Doucement	Doucement
le	le
pͥa	pria
ꝑ	par
gͣnt	grant
humilitez	humilitez
Gentis	Gentis
quens	quens
Ol̃.	Olivier
por	por
dex	dex
car	car
m	m
en	en
portez	portez
Mout	Mout
sui	sui
pres	pres
de	de
ma	ma
fin	fin
ie	je
ai	ai
li	li
cuer	cuer
creuez	crevez
voit	voit
ici	ici
.ii.	.ii.
destͥes	destries
coranz	coranz
	et
abriuez	abrivez
va	va
pren	pren
le	le
baucen	baucen
sor	sor
qͥ	qui
la	la
est	est
aregnie	aregnie
Si	Si
monte	monte
ꝑ	par
l	l
estriu	estriu
qui	qui
d	d
or	or
est	est
painturez	painturez
peis	peis
uien	vien
ꝑ	par
dauant	davant
moi	moi
sor	sor
cest	cest
arbͤ	arbre
rame	rame
Bien	Bien
me	me
porras	porras
porter	porter
es	es
loges	loges
	et
an	an
tref	tref
	et
si	si
emporte	emporte
plorance	plorance
trop	trop
mi	mi
poise	poise
a	a
moulez	moulez
Lors	Lors
aras	aras
.iiii.	.iiii.
espees	espees
onq̃s	onques
hons	hons
ne	ne
uit	vit
tex	tex
Bien	Bien
ti	ti
sarra	sarra
a	a
destre	destre
ci	ci
blanchet	blanchet
afilez	afilez
Tant	Tant
m	m
aide	aide
que	que
soie	soie
sor	sor
l	l
arcon	arcon
tͣuerserz	traverserz
Mes	Mes
si	si
tu	tu
m	m
as	as
chargie	chargie
garde	garde
n	n
i	i
demorer	demorer
voiz	voiz
tu	tu
la	la
ce	ce
bruillet	bruillet
a	a
ces	ces
arbres	arbres
plantez	plantez
La	La
laissoi	laissoi
hue	hue
matin	matin
.l.m.	.l.m.
armez	armez
Or	Or
ait	ait
dex	dex
nos	nos
frans	frans
ꝑ	par
la	la
soe	soe
bontez	bontez
Car	Car
ie	je
ne	ne
voi	voi
coment	coment
nus	nus
en	en
puisse	puisse
eschaper	eschaper
Or	Or
sont	sont
nrẽ	nostre
francois	francois
enz	enz
en	en
la	la
tor	tor
carree	carree
ssaarr̃	sarrasin
les	les
asaillent	asaillent
la	la
pute	pute
gent	gent
desuee	desvee
Mes	Mes
onq̃s	onques
n	n
i	i
forfirent	forfirent
vne	une
pome	pome
paree	paree
Li	Li
amirant	amirant
apele	apele
malpin	malpin
d	d
aigre	aigre
moree	moree
N	N
ot	ot
si	si
mestre	mestre
larron	larron
iusqu	jusqu
a	a
la	la
mer	mer
betee	betee
Malpin	Malpin
dist	dist
l	l
amirant	amirant
par	par
ma	ma
barbe	barbe
mellee	mellee
Si	Si
sa	sa
ceinture	ceinture
auoies	avoies
a	a
flori.	flori.
emblee	emblee
Ja	ja
puis	puis
francois	francois
n	n
aroient	aroient
v͛s	vers
nos	nos
nule	nule
duree	duree
	et
si	si
tu	tu
la	la
m	m
enbloies	enbloies
c	c
est	est
uerite	verite
ꝓuee	provee
De	De
mon	mon
or	or
ti	ti
donrai	donrai
vne	une
gͣnt	grant
someree	someree
Tant	Tant
ꝯ	com
la	la
ceinture	ceinture
aient	aient
n	n
ert	ert
la	la
tor	tor
afamee	afamee
Sire	Sire
ce	ce
dist	dist
li	li
lerre	lerre
demain	demain
ainz	ainz
la	la
uespree	vespree
aincois	aincois
demain	demain
a	a
l	l
aube	aube
q̃	que
pere	pere
la	la
rosee	rosee
vos	vos
aure	aure
la	la
ceinture	ceinture
a	a
la	la
dame	dame
liuree	livree
Qͣnt	Quant
l	l
entent	entent
l	l
amirant	amirant
gͣnt	grant
ioie	joie
a	a
demenee	demenee
Li	Li
ior	jor
vet	vet
a	a
declin	declin
	et
torne	torne
la	la
uespree	vespree
Tant	Tant
atendit	atendit
li	li
lerres	lerres
pres	pres
fu	fu
de	de
la	la
iornee	jornee
venuz	venuz
est	est
es	es
fossez	fossez
s	s
a	a
l	l
esue	esue
tresnoee	tresnoee
puis	puis
s	s
en	en
vet	vet
a	a
la	la
tor	tor
si	si
l	l
a	a
plus	plus
tost	tost
rampee	rampee
Que	Que
escurol	escurol
n	n
a	a
chesne	chesne
en	en
la	la
forest	forest
ramee	ramee
en	en
la	la
tor	tor
s	s
en	en
entra	entra
caiement	caiement
a	a
celee	celee
Jsnelement	isnelement
	et
tost	tost
vint	vint
a	a
la	la
cheminee	cheminee
vne	une
chandele	chandele
a	a
prise	prise
au	au
feu	feu
l	l
a	a
alumee	alumee
vint	vint
a	a
l	l
us	us
de	de
la	la
chambre	chambre
si	si
la	la
troua	trova
f͛mee	fermee
	et
il	il
a	a
dit	dit
son	son
charme	charme
tantost	tantost
est	est
deffermee	deffermee
Nos	Nos
francois	francois
voit	voit
dormant	dormant
en	en
la	la
sale	sale
pauee	pavee
Si	Si
a	a
noz	noz
gent	gent
li	li
lerre	lerre
soduite	soduite
	et
enchantee	enchantee
Q̃	que
il	il
ne	ne
s	s
esueillassent	esveillassent
por	por
la	la
tor	tor
d	d
or	or
ꝯblee	comblee
Li	Li
cuens	cuens
Gui	Gui
de	de
borgoigne	borgoigne
a	a
la	la
chier	chier
m̃bree	menbree
ert	ert
a	a
vne	une
fenestre	fenestre
deuers	devers
la	la
mer	mer
salee	salee
por	por
veoir	veoir
li	li
gͣnt	grant
ost	ost
qui	qui
la	la
ert	ert
asemblee	asemblee
	et
li	li
lerres	lerres
ne	ne
fist	fist
plus	plus
longue	longue
demoree	demoree
vient	vient
au	au
lit	lit
florrii.	floripas
qu	qu
ert	ert
pl9	plus
bele	bele
q̃	que
fee	fee
Tant	Tant
a	a
quis	quis
la	la
ceinture	ceinture
q̃	que
il	il
l	l
auoit	avoit
trouee	trovee
environ	environ
lui	lui
la	la
ceint	ceint
ꝑ	par
la	la
bocle	bocle
doree	doree
florrii.	floripas
regarda	regarda
qu	qu
ert	ert
plus	plus
bele	bele
q̃	que
fee	fee
O	O
le	le
voudra	voudra
gesir	gesir
car	car
forment	forment
li	li
agree	agree
par	par
les	les
flans	flans
la	la
saisit	saisit
tote	tote
nue	nue
sachee	sachee
La	La
pucele	pucele
s	s
esueille	esveille
en	en
haut	haut
s	s
est	est
escriee	escriee
Seinte	Seinte
marie	marie
dame	dame
reine	reine
coronee	coronee
Ov	Ou
estes	estes
vos	uos
fet	fet
elle	elle
tͦp	trop
fetes	fetes
lõgue	longue
estee	estee
Ses	Ses
puceles	puceles
acorent	acorent
checune	checune
escheuelee	eschevelee
Qͣnt	Quant
voient	voient
li	li
larron	larron
plus	plus
noir	noir
d	d
une	une
peuree	pevree
Tote	Tote
la	la
plus	plus
hardie	hardie
est	est
en	en
fuie	fuie
tornee	tornee
Li	Li
lerre	lerre
a	a
.florrii.	floripas
desoz	desoz
lui	lui
env͛see	enversee
ꝑ	par
le	le
mien	mien
escient	escient
ia	ja
l	l
eust	eust
v͛gondee	vergondee
Qͣnt	Quant
Guion	Guion
de	de
borgoigne	borgoigne
a	a
la	la
noiz	noiz
escoutee	escoutee
a	a
la	la
chambre	chambre
s	s
en	en
vient	vient
corant	corant
de	de
randonee	randonee
Jl	il
escrie	escrie
a	a
s	s
amie	amie
tesiez	tesiez
vos	vos
bele	bele
nee	nee
Qͣnt	Quant
li	li
lerres	lerres
l	l
oit	oit
du	du
lit	lit
saut	saut
a	a
uolee	volee
	et
li	li
dus	dus
le	le
ferit	ferit
o	o
le	le
chief	chief
de	de
l	l
espee	espee
en	en
.ii.	.ii.
moitiez	moitiez
le	le
fent	fent
la	la
ceinture	ceinture
est	est
copee	copee
La	La
chandele	chandele
au	au
larron	larron
est	est
adonc	adonc
anublee	anublee
Onc	Onc
plus	plus
l	l
enchantem̃t	enchantement
n	n
ot	ot
la	la
dedenz	dedenz
duree	duree
Donc	Donc
saillent	saillent
sus	sus
li	li
ꝯtes	contes
de	de
la	la
t͛re	terre
sauuee	sauvee
	et
Gui	Gui
lor	lor
a	a
la	la
chose	chose
de	de
chief	chief
en	en
chief	chief
contee	contee
Le	Le
larron	larron
ont	ont
gete	gete
ꝑmi	parmi
vne	une
priuee	privee
O	O
tote	tote
la	la
ceinture	ceinture
dedenz	dedenz
la	la
mer	mer
salee	salee
	et
dex	dex
por	por
coi	coi
le	le
firent	firent
si	si
dure	dure
destinee	destinee
James	james
iceste	iceste
ꝑte	perte
ne	ne
sera	sera
restoree	restoree
ꝑdue	perdue
est	est
la	la
ceinture	ceinture
	et
en	en
la	la
mer	mer
getee	getee
ele	ele
ualoit	valoit
d	d
or	or
fin	fin
vne	une
gͣnt	grant
tor	tor
rasee	rasee
Qͣnt	Quant
noz	noz
francois	francois
l	l
oirent	oirent
mie	mie
ne	ne
lor	lor
agree	agree
Q̃	que
ou	ou
sanc	sanc
de	de
m	m
espee	espee
porras	porras
ton	ton
cors	cors
bãnier	bannier
Qͣnt	Quant
.f̃.	Fierabras
l	l
entent	entent
ne	ne
se	se
ueust	veust
corocier	corocier
par	par
de	de
sor	sor
son	son
mantel	mantel
mist	mist
son	son
cors	cors
a	a
couchier	couchier
Sor	Sor
son	son
escu	escu
estoit	estoit
.f̃.	Fierabras
acoudez	acoudez
Tant	Tant
fut	fut
fiers	fiers
	et
nobiles	nobiles
	et
de	de
gͣnt	grant
cruautez	cruautez
N	N
i	i
prisa	prisa
.ol̃.	Olivier
ii.	ii.
deniers	deniers
monaiez	monaiez
Vasal	Vasal
dit	dit
.f̃.	Fierabras
si	si
t	t
aist	aist
li	li
ton	ton
dexz	dexz
C	C
a	a
moi	moi
di	di
qui	qui
tu	tu
ies	ies
	et
de	de
quel	quel
parentez	parentez
	et
Respont	Respont
.ol̃.	Olivier
ia	ja
n	n
orrez	orrez
u͛itez	veritez
L	L
en	en
m	m
apele	apele
garin	garin
de	de
peregorz	peregorz
fu	fu
nez	nez
ffiuz	fiuz
a	a
.i.	.i.
uauasor	vavasor
qui	qui
ot	ot
non	non
iocere	jocere
l	l
autre	autre
ior	jor
fui	fui
ie	je
primes	primes
de	de
nouel	novel
adobez	adobez
	et
si	si
m	m
adoba	adoba
.k.	Karles
li	li
fort	fort
rois	rois
coronez	coronez
anuoie	anvoie
m	m
a	a
a	a
toi	toi
asez	asez
m	m
en	en
a	a
priez	priez
por	por
desrenier	desrenier
son	son
droit	droit
se	se
ici	ici
enuoiez	envoiez
Ge	Ge
f͛roi	ferroi
la	la
bataille	bataille
si	si
tu	tu
ies	ies
si	si
ossez	ossez
Or	Or
monte	monte
inellement	inellement
q̃	que
pl9	plus
n	n
i	i
demoreiz	demoreiz
Qͣnt	Quant
l	l
entent	entent
.f̃.	Fierabras
si	si
a	a
.i.	.i.
ris	ris
iegez	jegez
Garin	Garin
car	car
mi	mi
di	di
ore	ore
garde	garde
ne	ne
mi	mi
celer	celer
por	por
quoi	quoi
n	n
i	i
est	est
uenu	venu
.R̃.	Rollant
li	li
adurez	adurez
Ov	Ou
li	li
cuens	cuens
.ol̃.	Olivier
qui	qui
tant	tant
est	est
redotez	redotez
Berart	Berart
de	de
mondidier	mondidier
ou	ou
ogier	ogier
l	l
alosez	alosez
par	par
dex	dex
dit	dit
.ol̃.	Olivier
car	car
i	i
t	t
ont	ont
en	en
uiotez	viotez
Mes	Mes
ge	ge
dom	dom
l	l
en	en
n	n
a	a
cure	cure
sui	sui
ici	ici
enuoiez	envoiez
Ge	Ge
f͛roi	ferroi
la	la
bataille	bataille
si	si
tu	tu
ies	ies
si	si
ossez	ossez
Car	Car
ꝑ	par
icel	icel
apostre	apostre
q̃	que
l	l
en	en
qͥert	quiert
en	en
erũprez	erumprez
Ge	Ge
t	t
iroi	iroi
ia	ja
ferir	ferir
ꝑ	par
en	en
.ii.	.ii.
les	les
costez	costez
Qͣnt	Quant
l	l
entent	entent
.f̃.	Fierabras
gries	gries
en	en
fut	fut
	et
iriez	iriez
adonc	adonc
a	a
respondu	respondu
ꝯ	com
ia	ja
oir	oir
porrez	porrez
al	al
moi	moi
foi	foi
Garin	Garin
ce	ce
saches	saches
por	por
u͛tez	vertez
Onq̃	Onque
puis	puis
icelle	icelle
ore	ore
q̃	que
ie	je
fui	fui
adobez	adobez
ne	ne
ioste	joste
o	o
nul	nul
home	home
de	de
si	si
bas	bas
parentez	parentez
Si	Si
n	n
i	i
fut	fut
rois	rois
ou	ou
conte	conte
ou	ou
amirant	amirant
clamez	clamez
Si	Si
te	te
ocis	ocis
de	de
coi	coi
sera	sera
mon	mon
pris	pris
montez	montez
C͛tes	Certes
ainz	ainz
seroit	seroit
laidement	laidement
auilez	avilez
Q̃	que
au	au
fiz	fiz
d	d
un	un
uauasor	vavasor
me	me
soie	soie
en	en
champ	champ
mellez	mellez
Mes	Mes
ce	ce
feroi	feroi
por	por
toi	toi
ne	ne
fis	fis
por	por
home	home
nez	nez
Orendroit	Orendroit
monteroi	monteroi
u	u
baucen	baucen
pomelez	pomelez
Si	Si
aroi	aroi
a	a
mon	mon
coul	coul
mon	mon
fort	fort
escu	escu
litez	litez
	et
mi	mi
leroi	leroi
chaer	chaer
a	a
t͛re	terre
de	de
mon	mon
grez	grez
peis	peis
pren	pren
mon	mon
baucen	baucen
	et
si	si
l	l
ãmaene	ammaene
au	au
tͤz	trez
Si	Si
ge	ge
fac	fac
ce	ce
por	por
toi	toi
ce	ce
sera	sera
amitiez	amitiez
	et
respont	respont
.ol̃.	Olivier
de	de
folie	folie
ꝑlez	parlez
Ou	Ou
vo9	vous
uoillez	voillez
ou	ou
non	non
li	li
destͥer	destrier
mi	mi
leirez	leirez
	et
si	si
ꝑdroiz	perdroiz
la	la
teste	teste
si	si
vis	vis
ne	ne
vos	vos
rendez	rendez
Qͣnt	Quant
l	l
entent	entent
.f̃.	Fierabras
a	a
poi	poi
n	n
est	est
forsenez	forsenez
Garin	Garin
dist	dist
.f̃.	Fierabras
lei	lei
moi	moi
a	a
toi	toi
ꝑler	parler
hardi	hardi
ies	ies
ꝯbatre	combatre
miuz	miuz
en	en
faiz	faiz
a	a
amer	amer
par	par
mahomet	mahomet
mon	mon
dex	dex
en	en
toi	toi
n	n
a	a
q̃	que
blamer	blamer
Mes	Mes
o	o
nul	nul
si	si
bas	bas
home	home
ne	ne
uoli	voli
onc	onc
ioster	joster
Car	Car
si	si
ie	je
t	t
ocie	ocie
ml̃t	mout
m	m
en	en
deuroit	devroit
peser	peser
James	james
n	n
auraie	avraie
anor	anor
ie	je
nu	nu
te	te
qͥer	quier
celer	celer
Se	Se
au	au
fiz	fiz
d	d
un	un
vauasor	vavasor
ere	ere
uenu	venu
ioster	joster
Mes	Mes
ge	ge
te	te
uoil	voil
greignor	greignor
anor	anor
most͛er	mostreer
De	De
so	so
sus	sus
ce	ce
baucen	baucen
sor	sor
m	m
i	i
u͛ras	verras
ia	ja
mont͛	monter
	et
tu	tu
t	t
eslaiseras	eslaiseras
qͣnt	quant
que	que
puet	puet
randoner	randoner
Ge	Ge
m	m
i	i
leroi	leroi
chaier	chaier
	et
de	de
mon	mon
gre	gre
v͛ser	verser
Bien	Bien
en	en
pouz	pouz
mõ	mon
cheual	cheval
	et
mõ	mon
escu	escu
porter	porter
puis	puis
m	m
en	en
uoi	voi
.R̃.	Rollant
ou	ou
.ol̃.	Olivier
son	son
per	per
Berart	Berart
de	de
mondidier	mondidier
	et
l	l
escoz	escoz
gilemer	gilemer
Ov	Ou
ogier	ogier
li	li
danois	danois
qui	qui
tant	tant
fait	fait
a	a
loer	loer
	et
li	li
nus	nus
n	n
i	i
ose	ose
ne	ne
uenir	venir
ne	ne
aler	aler
Si	Si
en	en
i	i
uienge	vienge
.ij.	.ii.
por	por
lor	lor
cors	cors
esꝓuer	esprover
ne	ne
li	li
tiez	tiez
ne	ne
li	li
quart	quart
n	n
i	i
sera	sera
refusez	refusez
Certes	Certes
dit	dit
.ol̃.	Olivier
de	de
folie	folie
parlez	parlez
	et
li	li
uilains	vilains
le	le
dit	dit
pieça	pieça
oï	oï
l	l
auez	avez
