token	normalised
ıoıe	joie
gͣnt	grant
q̃	que
lı	li
barũs	baruns
ı	i
funt	funt
.	.
vn	un
plaı	plai
ont	ont
establı	establi
k	k
ẽ	en
espanı́e	espaníe
ırũt	irunt
Sur	sur
le	le
reı	rei
Marsılıe	marsilie
,	,
.	.
le	le
seremẽt	serement
ı	i
funt	funt
.	.
ço	ço
ert	ert
ap͛s	apres
au͛ıl	averil
,	,
qͣnt	quant
h͛be	herbe
fresche	fresche
au͛ũt	averunt
.	.
eı́nz	eínz
q̃	que
fınẽt	finent
lur	lur
ꝑole	parole
,	,
teles	teles
noueles	noveles
orũt	orunt
Dũt	dunt
vı̃t	vint
Mıl	mil
cheual͛	chevaler
de	de
noz	noz
fͣnceıs	franceis
murũt	murunt
,	,
Sı	si
dãpnedeu	dampnedeu
n	n
ẽ	en
pẽse	pense
qͥ	qui
sustẽt	sustent
tut	tut
le	le
mũd	mund
.	.
uN	un
sarazı̃	sarazin
d	d
espaıne	espaine
qͥ	qui
otüel	otüel
a	a
nun	nun
,	,
Messag͛	messagier
Garsıe	garsie
,	,
.	.
bıen	bien
resẽble	resemble
barun	barun
,	,
par	par
mı	mi
parıs	paris
cheualche	chevalche
a	a
coıte	coite
d	d
espurun	espurun
.	.
Qͣnt	quant
vıent	vient
al	al
paleıs	paleis
,	,
sı	si
descẽt	descent
al	al
perun	perun
,	,
Les	les
desgrez	desgrez
mõte	monte
,	,
sı	si
demande	demande
charlun	charlun
;	;
Ogıer	ogier
ẽꝯtre	encuntre
e	e
Galter	galter
e	e
naı́mun	naímun
:	:
Seıgn᷑	seignur
,	,
faıt	fait
lı	li
paen	paen
,	,
kar	kar
me	me
mustrez	mustrez
charlũ	charlun
!	!
Messag͛	messagier
suı́	suí
un	un
reı	rei
qͥ	qui
nel	nel
aı́me	aíme
un	un
butũ	butun
.	.
prem͛	premer
ı	i
a	a
parlé	parlé
Galter	galter
,	,
cıl	cil
de	de
valun	valun
:	:
veı́	veí
le	le
tu	tu
la	la
v	u
set	set
a	a
cel	cel
flurı	fluri
gernun	gernun
.	.
celuı́	celuí
o	o
la	la
gͣnt	grant
barbe	barbe
a	a
cel	cel
veır	veir
pelıçun	peliçun
,	,
ço	ço
est	est
Rolland	rolland
sı	si
nı́és	níés
el	el
u͛meıl	vermeil
cıclatun	ciclatun
.	.
De	de
l	l
altͤ	altre
part	part
veez	veez
v	u
sı́et	síet
son	son
ꝯpaıgnũ	compaignun
,	,
Le	le
gẽtıl	gentil
ꝯte	cunte
qͥ	qui
olıu͛	oliver
a	a
nun	nun
.	.
ço	ço
sũt	sunt
lı	li
duze	duze
pıer	pier
qͥ	qui
lur	lur
sũt	sunt
ẽvı́run	envírun
.	.
Mahun	mahun
,	,
faıt	fait
lı	li
paen	paen
,	,
ore	ore
conus	conus
ıo	jo
charlũ	charlun
.	.
Mal	mal
feu	feu
e	e
male	male
flãbe	flambe
lı	li
arde	arde
le	le
mẽtũ	mentun
,	,
ke	ke
lı	li
fẽde	fende
le	le
pız	piz
desk	desk
al	al
talun	talun
.	.
LJ	li
sarazı́n	sarazín
en	en
vıent	vient
deuãt	devant
le	le
reı́	reí
:	:
charles	charles
,	,
feıt	feit
ıl	il
,	,
ore	ore
entẽt	entent
vers	vers
meı́	meí
.	.
Messag͛	messagier
suı	sui
,	,
ço	ço
qͥd	quid
,	,
al	al
meıllur	meillur
reı́	reí
k	k
unq̃s	unques
feüst	feüst
en	en
la	la
paıene	paiene
leı́	leí
.	.
Ne	ne
te	te
salu	salu
,	,
k	k
a	a
dreıt	dreit
faı́re	faíre
nel	nel
deı	dei
:	:
Forfaıt	forfait
en	en
es	es
uers	vers
mahumet	mahumet
e	e
vers	vers
meı́	meí
.	.
cıl	cil
te	te
ꝯfunde	cunfunde
en	en
la	la
kı	ki
leı	lei
ıo	jo
creı	crei
,	,
e	e
tuz	tuz
ces	ces
altres	altres
qͥ	qui
sũt	sunt
envırũ	envirun
teı́	teí
e	e
ton	ton
neuu	nevu
Rollãt	rollant
q̃	que
ıo	jo
cı́	cí
veı́	veí
.	.
Sı	si
uncore	uncore
un	un
ıor	jor
le	le
truı́s	truís
ẽ	en
t᷑neı́	turneí
,	,
ke	ke
mũ	mun
destrer	destrer
puısse	puisse
acurser	acurser
u͛s	vers
seı́	seí
,	,
De	de
m	m
espee	espee
le	le
qͥd	quid
faıre	faire
vn	un
espeı́	espeí
:	:
par	par
mı	mi
le	le
cors	cors
.	.
ml̃t	mult
ert	ert
fort	fort
sı	si
nel	nel
pleı́	pleí
.	.
Rollãt	rollant
se	se
rıt	rit
,	,
sı	si
reguarde	reguarde
le	le
reı	rei
.	.
SArazı̃	sarazin
frere	frere
,	,
fet	fet
Rollãt	rollant
l	l
alosez	alosez
,	,
tu	tu
poez	poez
bıen	bien
dıre	dire
tutes	tutes
tes	tes
uolẽtez	volentez
,	,
Ja	ja
pur	pur
françeıs	françeis
ne	ne
serras	serras
atuchez	atuchez
.	.
Nun	nun
,	,
ço	ço
dıt	dit
charles	charles
,	,
puıs	puis
ke	ke
u⁹	vus
le	le
volez	volez
De	de
meıe	meie
part	part
est	est
ıl	il
bıen	bien
afı̈ez	afïez
De	de
huı́	huí
en	en
cest	cest
ıor	jor
desk	desk
a	a
vıt	uit
ıurs	jurs
passez	passez
Dıst	dist
otüel	otüel
:	:
de	de
folıe	folie
parlez	parlez
!	!
Ne	ne
redut	redut
hũme	humme
qͥ	qui
de	de
mere	mere
seıt	seit
nez	nez
tãt	tant
cũ	cum
au͛aı	averai
cest	cest
espee	espee
a	a
mũ	mun
leez	leez
,	,
ço	ço
est	est
curçuse	curçuse
dũt	dunt
ıo	jo
suı	sui
adubez	adubez
:	:
N	n
en	en
at	at
mı́e	míe
uncore	uncore
nef	nef
meıs	meis
passez	passez
k	k
a	a
mıl	mil
fͣnceıs	franceis
en	en
aı	ai
les	les
chefs	chefs
colpez	colpez
.	.
v	u
fu	fu
ço	ço
,	,
frere	frere
?	?
fet	fet
charles	charles
lı	li
remẽbrez	remembrez
.	.
Dıt	dit
otınel	otinel
:	:
ıo	jo
u⁹	vus
dırra	dirra
assez	assez
.	.
Ore	ore
at	at
vı́t	uít
meıs	meis
,	,
el	el
nefme	nefme
suı	sui
ẽtrez	entrez
,	,
Destruıte	destruite
ıert	iert
Rõme	romme
ta	ta
vaıllãte	vaillante
cıtez	citez
De	de
laq̃le	laquele
estes	estes
ẽꝑere	emperere
clamez	clamez
.	.
Lı	li
reıs	reis
Garsıe	garsie
la	la
pͥst	prist
e	e
sıs	sis
barnez	barnez
:	:
vı́nt	vínt
Mıl	mil
hũmes	hummes
tut	tut
a	a
cũte	cunte
nũbrez	numbrez
,	,
hũmes	hummes
q̃	que
fẽmes	femmes
uncore	uncore
plus	plus
assez	assez
,	,
J	i
auı́um	avíum
mort	mort
,	,
n	n
est	est
un	un
eschapez	eschapez
.	.
e	e
ıo	jo
ı	i
ferı	feri
tãt	tant
de	de
m	m
espee	espee
de	de
lez	lez
ke	ke
vıt	uit
ıurs	jurs
pleners	pleners
oı	oi
les	les
poı̃z	poinz
ẽflez	enflez
.	.
Dıẽt	dient
fͣnceıs	franceis
:	:
mar	mar
fustes	fustes
unq̃s	unques
nez	nez
!	!
.	.
estult	estult
de	de
lengres	lengres
est	est
en	en
pıez	piez
leuez	levez
;	;
tı́nt	tínt
un	un
bastun	bastun
q̃	que
deuãt	devant
fu	fu
qͣrrez	quarrez
:	:
Ja	ja
le	le
ferıst	ferist
,	,
ço	ço
sauum	savum
n⁹	nus
assez	assez
,	,
Meıs	meis
lı	li
nı́és	níés
charles	charles
,	,
en	en
ẽꝯtre	encuntre
alez	alez
,	,
Se	se
lı́	lí
a	a
dıt	dit
:	:
sıre	sire
stult	estult
,	,
reposez	reposez
pur	pur
meı́e	meíe
amur	amur
,	,
sı	si
de	de
rıen	rien
m	m
amez	amez
,	,
kar	kar
lı	li
paen	paen
est	est
de	de
meı	mei
afı̈ez	afïez
.	.
Laıssez	laissez
luı́	luí
dıre	dire
tutes	tutes
ses	ses
uolẽtez	volentez
.	.
vn	un
cheualer	chevaler
ı	i
sıst	sist
q̃	que
fu	fu
mal	mal
senez	senez
,	,
prouẽcel	provencel
ıert	iert
,	,
de	de
seı́nt	seínt
Gıle	gile
fu	fu
nez	nez
.	.
Al	al
messag͛	messagier
est	est
derere	derere
alez	alez
,	,
Amduı́	amduí
ses	ses
puı́nz	puínz
lı	li
at	at
el	el
chıef	chief
mellez	mellez
:	:
traıt	trait
le	le
a	a
t͛re	terre
,	,
kar	kar
cıl	cil
ne	ne
s	s
est	est
gardez	gardez
.	.
Meıs	meis
otınel	otinel
est	est
ml̃t	mult
tost	tost
releuez	relevez
,	,
traıt	trait
curçuse	curçuse
dũt	dunt
le	le
pũz	punz
fu	fu
dorrez	dorrez
;	;
ferır	ferir
le	le
veıt	veit
,	,
ne	ne
s	s
est	est
pas	pas
ublı̈ez	ublïez
,	,
k	k
as	as
pıez	piez
le	le
reı	rei
ẽ	en
est	est
le	le
chef	chef
colpez	colpez
.	.
Fͣnceıs	franceis
s	s
escrıẽt	escrient
:	:
barũ	barun
,	,
kar	kar
le	le
ꝑnez	pernez
!	!
Otınel	otinel
s	s
est	est
a	a
une	une
part	part
t᷑nez	turnez
:	:
Les	les
oılz	oilz
roı̈lle	roïlle
,	,
les	les
gernuns	gernuns
a	a
leuez	levez
,	,
Lı́̈un	lí̈un
resemble	resemble
qͥ	qui
seıt	seit
ẽchaenez	enchaenez
.	.
en	en
halt	halt
s	s
escrıe	escrie
.	.
:	:
baruns	baruns
,	,
ne	ne
u⁹	vus
remuez	remuez
,	,
kar	kar
,	,
par	par
ıcel	icel
dex	dex
a	a
qͥ	qui
me	me
suı́	suí
donez	donez
,	,
Ja	ja
murent	murent
set	set
cenz	cenz
sı	si
u⁹	vus
croulez	croulez
.	.
L	l
emꝑere	emperere
s	s
en	en
est	est
en	en
pıez	piez
leuez	levez
,	,
Sı	si
luı́	luí
a	a
dıt	dit
:	:
l	l
espee	espee
me	me
donez	donez
!	!
Dıt	dit
lı	li
paıen	paien
:	:
de	de
folıe	folie
parlez	parlez
.	.
Dũc	dunc
dıst	dist
Rodlant	rodlant
:	:
a	a
meı	mei
lea	lea
rendez	rendez
.	.
Assez	assez
l	l
auerez	averez
qͣnt	quant
u⁹	vus
departırez	departirez
.	.
Dıt	dit
otınel	otinel
:	:
beal	beal
sıre	sire
,	,
ore	ore
la	la
tenez	tenez
;	;
Mes	mes
ml̃t	mult
u⁹	vus
prı	pri
ke	ke
bıen	bien
la	la
me	me
guardez	guardez
.	.
Ne	ne
la	la
doreıe	doreie
p᷑	pur
set	set
de	de
uos	vos
cıtez	citez
.	.
vncore	uncore
en	en
ert	ert
de	de
celuı	celui
uostre	vostre
chıef	chief
colpez	colpez
!	!
Dıst	dist
Rodlant	rodlant
:	:
par	par
feı	fei
,	,
trop	trop
u⁹	vus
auãtez	avantez
.	.
vostre	vostre
message	message
dıtes	dites
,	,
puıs	puis
u⁹	vus
en	en
alez	alez
.	.
Jo	jo
uolenters	volenters
,	,
dıst	dist
ıl	il
,	,
ore	ore
escutez	escutez
!	!
Charles	charles
,	,
feıt	feit
ıl	il
,	,
ıo	jo
ne	ne
te	te
celeraı	celerai
mıe	mie
.	.
,	,
Messag͛	messagier
suı́	suí
l	l
ẽꝑur	emperur
Garsıe	garsie
kı	ki
tıent	tient
espanı́e	espaníe
,	,
.	.
alıxandre	alixandre
.	.
e	e
bucıe	bucie
.	.
,	,
tyre	tyre
e	e
sydonı́e	sydoníe
,	,
.	.
perse	perse
.	.
e	e
barbarıe	barbarie
e	e
destreınt	destreint
tut	tut
de	de
sı	si
k	k
en	en
femelıe	femelie
.	.
par	par
meı	mei
te	te
mande	mande
,	,
leısse	leisse
crıstı̈enı́e	cristïeníe
,	,
Crıstı̈enté	cristïenté
ne	ne
valt	valt
une	une
alı́e	alíe
,	,
Mes	mes
serf	serf
Mahun	mahun
qͥ	qui
tut	tut
le	le
mũde	munde
guı́e	guíe
:	:
kı	ki
sı	si
ne	ne
creı́t	creít
,	,
ıl	il
feıt	feit
gͣnt	grant
folıe	folie
.	.
Devıenc	devienc
sıs	sis
hoem	hoem
,	,
tu	tu
e	e
ta	ta
cõpaıgnıe	compaignie
,	,
puıs	puis
sı	si
t	t
en	en
uı́en	víen
al	al
rıche	riche
reı	rei
Garsıe	garsie
:	:
Jl	il
te	te
dorra	dorra
auer	aver
e	e
manantı́e	manantíe
;	;
ensurketut	ensurketut
te	te
larra	larra
normẽdıe	normendie
e	e
d	d
englet͛re	engleterre
les	les
porz	porz
e	e
la	la
navıe	navie
.	.
A	a
tun	tun
neuu	nevu
Rodlant	rodlant
durra	durra
russıe	russie
,	,
e	e
olıu͛	oliver
prenge	prenge
esclauunı́e	esclavuníe
.	.
Mes	mes
duce	duce
france	france
ne	ne
u⁹	vus
larra	larra
ıl	il
mıe	mie
:	:
J	i
l	l
at	at
doné	doné
florı̈an	florïan
de	de
sulıe	sulie
,	,
Fız	fiz
a	a
cel	cel
reı	rei
russetl	russetl
de	de
barbarıe	barbarie
:	:
N	n
at	at
plus	plus
ꝓdom	prodom
hum	hum
ẽ	en
tute	tute
paıenıe	paienie
Ne	ne
q̃	que
tãt	tant
eıt	eit
los	los
de	de
cheualerıe	chevalerie
Ne	ne
qͥ	qui
meuz	meuz
ferge	ferge
od	od
espee	espee
furbı́e	furbíe
.	.
cıl	cil
tendra	tendra
france	france
qͥte	quite
ẽ	en
sa	sa
baıllıe	baillie
.	.
Dıst	dist
l	l
ẽꝑere	emperere
:	:
ıssı	issi
n	n
ert	ert
ıl	il
mı́e	míe
.	.
k	k
en	en
dıte	dite
u⁹	vus
ma	ma
meısne	meisne
nurıe	nurie
?	?
tut	tut
le	le
barnage	barnage
a	a
vne	une
uoız	voiz
escrıe	escrie
:	:
Dreız	dreiz
ẽꝑere	emperere
,	,
n⁹	nus
nel	nel
suffrum	suffrum
mı́e	míe
q̃	que
ıa	ja
paıen	paien
eıent	eient
frãce	france
en	en
baıllıe	baillie
;	;
Mes	mes
faı	fai
uenı́r	venír
ta	ta
gͣnt	grant
cheualerıe	chevalerie
puı́s	puís
se	se
tu	tu
uols	vols
deske	deske
la	la
n⁹	nus
Guı́e	guíe
tãt	tant
q̃	que
verrum	verrum
la	la
pute	pute
gẽt	gent
haı̈e	haïe
.	.
S	s
en	en
bataılle	bataille
trouũ	trovum
le	le
reı	rei
Garsıe	garsie
,	,
Ja	ja
de	de
la	la
teste	teste
n	n
ẽ	en
portera	portera
ıl	il
mıe	mie
!	!
Dıst	dist
otınel	otinel
:	:
ore	ore
oı́	oí
gͣnt	grant
brıconıe	briconie
.	.
tel	tel
manace	manace
ore	ore
l	l
ẽꝑur	emperur
Garsıe	garsie
k	k
ıl	il
matera	matera
e	e
toldra	toldra
la	la
vıe	vie
.	.
Qͣnt	quant
ıl	il
uerra	verra
sa	sa
gͣnt	grant
cheualerıe	chevalerie
,	,
Lı	li
plus	plus
hardı	hardi
n	n
auera	avera
talẽt	talent
qͥ	qu
l	il
rıe	rie
:	:
Meuz	meuz
uoldreıt	voldreit
estre	estre
dela	dela
normẽdıe	normendie
.	.
Ço	ço
dıst	dist
dux	dux
Naı́mes	naímes
a	a
la	la
barbe	barbe
florıe	florie
:	:
Sı	si
charles	charles
mãde	mande
sa	sa
gͣnt	grant
cheualerıe	chevalerie
,	,
v	u
trou͛a	trovera
ıl	il
cel	cel
rıche	riche
reı	rei
Garsıe	garsie
,	,
Cõbatereıt	combatereit
seı	sei
a	a
sa	sa
gͣnt	grant
ꝯpaıngnı́e	compaingníe
?	?
.	.
Dıst	dist
otınel	otinel
:	:
ore	ore
oı́	oí
gͣnt	grant
brıconıe	briconie
.	.
Ja	ja
sũt	sunt
ıl	il
par	par
set	set
feız	feiz
.	.
set	set
cenz	cenz
mıle	mile
,	,
As	as
blancs	blancs
halbercs	halbercs
,	,
as	as
ẽseıngnes	enseingnes
de	de
sıre	sire
,	,
k	k
unq̃s	unques
ne	ne
fuırent	fuirent
p᷑	pur
poür	poür
de	de
lur	lur
uıe	vie
.	.
vne	une
cıté	cité
ont	ont
fete	fete
en	en
lũbardıe	lumbardie
,	,
ntre	entre
dous	dous
ewes	ewes
l	l
ont	ont
fermé	fermé
e	e
bastıe	bastie
;	;
paıene	paiene
gent	gent
l	l
apelent	apelent
Atelıe	atelie
.	.
Deu	deu
ne	ne
fıst	fist
hũme	humme
qͥ	qui
lur	lur
tolsıst	tolsist
essıe	essie
,	,
Ne	ne
lur	lur
pescher	pescher
ne	ne
lur	lur
gaanerıe	gaanerie
Sı	si
charles	charles
ı	i
uenıst	venist
od	od
la	la
barbe	barbe
flurıe	flurie
,	,
La	la
conuıstrũ	conuistrum
kı	ki
au͛a	avera
amıe	amie
,	,
kı	ki
meuz	meuz
ferra	ferra
d	d
espee	espee
furbıe	furbie
.	.
Meıs	meis
dan	dan
uıleın	vilein
n	n
ı́	í
uenez	venez
u⁹	vus
mı́e	míe
!	!
par	par
mun	mun
ꝯseıl	cunseil
garderez	garderez
parıs	paris
la	la
uıle	vile
,	,
k	k
escufle	escufle
n	n
ı́	í
entre	entre
ne	ne
corneıle	corneile
ne	ne
pıe	pie
,	,
kar	kar
par	par
u⁹	vus
n	n
ert	ert
mes	mes
faıte	faite
cheualerıe	chevalerie
.	.
tel	tel
uergoıne	vergoine
at	at
lı	li
duc	duc
ne	ne
set	set
qͥ	qu
l	il
dıe	die
.	.
LJ	li
duc	duc
Rodlant	rodlant
s	s
est	est
en	en
pıez	piez
leuez	levez
-	-
Mal	mal
talẽt	talent
at	at
,	,
a	a
poı́	poí
n	n
est	est
forsenez	forsenez
-	-
vers	vers
le	le
paen	paen
s	s
en	en
est	est
treıs	treis
pas	pas
alez	alez
,	,
Sı	si
lı́	lí
a	a
dıt	dit
:	:
culuert	culvert
desmesurez	desmesurez
,	,
Mult	mult
par	par
t	t
as	as
vı	ui
e	e
prısez	prisez
e	e
uantez	vantez
De	de
ta	ta
parole	parole
deuãt	devant
franceıs	franceis
löez	löez
,	,
Mes	mes
par	par
celuı	celui
k	k
en	en
croız	croiz
fu	fu
penez	penez
Ja	ja
murrı̈ez	murrïez
ne	ne
fuıssez	fuissez
afı̈ez	afïez
;	;
Mes	mes
s	s
en	en
bataılle	bataille
puıssez	puissez
estre	estre
ẽꝯtrez	encuntrez
,	,
tel	tel
te	te
dorraı	dorrai
de	de
m	m
espee	espee
de	de
lez	lez
Ja	ja
puıs	puis
de	de
teı	tei
n	n
ert	ert
franc	franc
hũme	humme
ẽꝯbrez	encumbrez
.	.
Dıt	dit
otınel	otinel
:	:
ıa	ja
le	le
sauum	savum
assez	assez
.	.
bataılle	bataille
aueras	averas
sı	si
feıre	feire
l	l
osez	osez
.	.
Demaı́n	demaín
matı́n	matín
u⁹	vus
sumũs	sumuns
ẽ	en
ces	ces
prez	prez
.	.
e	e
dıt	dit
Rodlant	rodlant
:	:
kar	kar
le	le
m	m
aseürez	aseürez
.	.
Fet	fet
le	le
paen	paen
:	:
la	la
meıe	meie
feı	fei
tenez	tenez
e	e
ma	ma
creance	creance
e	e
tutes	tutes
mes	mes
lealtez	lealtez
;	;
par	par
kı	ki
remaıne	remaine
seıt	seit
cuard	cuard
pruuez	pruvez
,	,
L	l
espurũ	espurun
luı	lui
seıt	seit
des	des
pıez	piez
colpez	colpez
;	;
Jamés	jamés
en	en
curt	curt
ne	ne
seıt	seit
mes	mes
honurez	honurez
.	.
Lur	lur
feız	feiz
en	en
donent	donent
,	,
ore	ore
sũt	sunt
asseürez	asseürez
.	.
ÇO	ço
dıst	dist
lı	li
reıs	reis
charle	charle
de	de
seınt	seint
denı́s	denís
.	.
Sarazın	sarazin
frere	frere
,	,
par	par
la	la
leı	lei
dũt	dunt
tu	tu
vıs	vis
,	,
De	de
quel	quel
parage	parage
es	es
tu	tu
en	en
tun	tun
paı̈s	païs
?	?
cum	cum
as	as
a	a
nun	nun
?	?
par	par
ta	ta
leı	lei
kar	kar
me	me
dıs	dis
.	.
Otınel	otinel
,	,
sıre	sire
,	,
ço	ço
dıst	dist
lı	li
sarazıns	sarazins
,	,
Fız	fiz
suı	sui
al	al
reı	rei
Galı̈en	galïen
al	al
fıer	fier
vıs	vis
plus	plus
a	a
mort	mort
hũmes	hummes
e	e
de	de
ses	ses
maı́ns	maíns
occıs	occis
k	k
um	um
ne	ne
trouereıt	trovereit
en	en
trestut	trestut
cest	cest
paı̈s	païs
.	.
Lı	li
reıs	reis
Garsıe	garsie
est	est
mı́s	mís
germeıns	germeins
cusı́ns	cusíns
Mıs	mis
vncle	uncle
fu	fu
fernagu	fernagu
lı	li
hardıs	hardis
Jcıl	icil
de	de
nazre	nazre
q̃	que
Rodlant	rodlant
m	m
at	at
occıs	occis
Demaı́n	demaín
en	en
ert	ert
en	en
fıer	fier
calenge	calenge
mıs	mis
.	.
e	e
dıt	dit
lı	li
reıs	reis
:	:
tu	tu
es	es
assez	assez
gẽtılz	gentilz
Mar	mar
fu	fu
tıs	tis
cors	cors
q̃	que
baptesme	baptesme
n	n
at	at
pͥs	pris
.	.
LJ	li
reıs	reis
apele	apele
sun	sun
chãberlẽc	chamberlenc
Reıner	reiner
:	:
venez	venez
auant	avant
,	,
ꝑnez	pernez
cest	cest
messag͛	messagier
,	,
Sıl	sil
me	me
menez	menez
a	a
la	la
maısun	maisun
garner	garner
;	;
Dunez	dunez
al	al
hoste	hoste
cenz	cenz
souz	souz
p᷑	pur
son	son
mãg͛	mangier
e	e
altre	altre
tãt	tant
donez	donez
p᷑	pur
son	son
destrıer	destrier
.	.
puı́s	puís
sı	si
apele	apele
le	le
vıelz	vielz
chanu	chanu
Rıcher	richer
,	,
Galter	galter
de	de
lı́uns	líuns
.	.
e	e
lı́	lí
deneıs	deneis
oger	oger
:	:
pernez	pernez
,	,
feı́t	feít
ıl	il
,	,
garde	garde
del	del
cheualer	chevaler
;	;
Sıl	sil
seruez	servez
bıen	bien
de	de
ço	ço
qͥ	qu
l	il
at	at
mester	mester
.	.
cele	cele
nuı́t	nuít
l	l
unt	unt
leıssé	leissé
ıssı	issi
ester	ester
Jesk	jesk
al	al
demeın	demein
q̃	que
lı	li
ıur	jur
parut	parut
cler	cler
.	.
charles	charles
se	se
lıeue	lieve
,	,
sı	si
faıt	fait
Rodlant	rodlant
mãder	mander
.	.
en	en
la	la
chapele	chapele
sũt	sunt
alé	alé
pur	pur
urer	urer
:	:
La	la
messe	messe
chante	chante
l	l
abes	abes
de	de
seınt	seint
omer	omer
.	.
vn	un
hanap	hanap
d	d
or	or
faıt	fait
lı	li
reıs	reis
aporter	aporter
,	,
De	de
paresı́ns	paresíns
sı	si
l	l
at	at
bıen	bien
fet	fet
cũbler	cumbler
:	:
Offrende	offrende
funt	funt
ıl	il
e	e
lı	li
duze	duze
pıer	pier
.	.
Rodlant	rodlant
offrı	offri
durendal	durendal
al	al
bͣnt	brant
cler	cler
,	,
pur	pur
rançũ	rançun
ı	i
feıt	feit
set	set
mars	mars
doner	doner
.	.
Ap͛s	apres
la	la
messe	messe
funt	funt
les	les
ures	ures
chanter	chanter
.	.
Del	del
mustıer	mustier
eıssent	eissent
,	,
puıs	puis
sı	si
uont	vont
esgarder	esgarder
Le	le
sarazın	sarazin
qͥ	qui
uı́ent	víent
al	al
reı	rei
parler	parler
.	.
LJ	li
sarazın	sarazin
uı́ent	víent
orguıllusemẽt	orguillusement
.	.
Le	le
reı	rei
apele	apele
,	,
sı	si
lı	li
dıt	dit
fıermẽt	fierment
charles	charles
,	,
faıt	fait
ıl	il
,	,
v	u
est	est
ore	ore
rodlant	rodlant
,	,
Lı	li
uostre	vostre
nı́és	níés
q̃	que
u⁹	vus
par	par
amez	amez
tãt	tant
,	,
par	par
kı	ki
franceıs	franceis
se	se
uont	vont
asseürant	asseürant
?	?
De	de
feı	fei
mẽtı	menti
l	l
apel	apel
cũ	cum
recreant	recreant
,	,
Se	se
ıl	il
ne	ne
tıent	tient
uers	vers
meı	mei
mũ	mun
couenãt	covenant
ke	ke
er	er
feı̈mes	feïmes
tute	tute
la	la
curt	curt
ueant	veant
.	.
A	a
ces	ces
paroles	paroles
se	se
treıt	treit
lı	li
qͦns	quons
auãt	avant
,	,
trestut	trestut
ırré	irré
e	e
pleın	plein
de	de
maltalãt	maltalant
:	:
par	par
cel	cel
apostle	apostle
kı	ki
q̃rent	querent
penant	penant
,	,
Jo	jo
ne	ne
larreıe	larreie
p᷑	pur
nul	nul
hũme	humme
uı́uãt	vívant
ke	ke
ıo	jo
encuı	encui
ne	ne
te	te
rende	rende
teısant	teisant
,	,
Mat	mat
u	u
vencu	vencu
,	,
.	.
mort	mort
v	u
recreant	recreant
.	.
Dıst	dist
otınel	otinel
:	:
feıtes	feites
dũc	dunc
ıtant	itant
.	.
pernez	pernez
uos	vos
armes	armes
par	par
ıtel	itel
couenãt	covenant
Sı	si
ıo	jo
u⁹	vus
faıl	fail
,	,
pendez	pendez
moı	moi
,	,
ıol	jol
u⁹	vus
grant	grant
.	.
Faıt	fait
olıu͛	oliver
:	:
ml̃t	mult
parlez	parlez
haltemẽt	haltement
Ne	ne
uos	vos
paroles	paroles
n	n
abeı̈ssent	abeïssent
nı̈́ent	nḯent
Gͣnt	grant
m͛ueıl	merveil
est	est
sı	si
bıen	bien
u⁹	vus
auıent	avient
.	.
L	l
unze	unze
per	per
en	en
ont	ont
amené	amené
