token	normalised
ora.iii.anzqeiemedepartidetoiietoisalueqeieentraienmeranerbonesicorumestantadroitesuoilescroisiesapropreuentbondroit.qinosferoitenlapopedenostrenefsanztormentsanztempeste:tantqeauquintiorgetamesnosancreselportdaufriqe.delasinosplotparlauolontédenostresignoraalerencartage.uisiterlesliusdesseinz.meesmementlasopouturedeseintcẏprienporaorerfeirenozorissonssicomresonsestdroiture.etquantuintauquinziemeiorqenoseumeslademorenosreuenimesauport,sientramesennoznef.etqantnfumesdeꝑtidelaterre.nozuoilesestoientestenduzporcorreenalixandreunsuēztrauersainsnosuintqiamoltpresnottormentezperizmeslimarinierqisageestoient:geterentlorancrescarlaterrenaparoitauquesprocainequantlatempestefutrespasseenosissimesenlisledecaphseounosnetrouamesguairesdegarisonsqibonesnosfussent.etieqiplusfuiententisdesautresaschosesdelisleaenqerremepartidemescompaignons.sialai.iii.bonesliuesensusdelriuage.porcerchierenqerreseieaucuneauentureitroueroie.ienoimieloingaleqantieitrouaiunpetithabitacle.ceestunepetitemesonqidaisestoitfete.couertenonmieporceqeledoutastpluiecaronsneplutenlacontreemesgranzuensiuenoientparpluiseursfoizhisdeus.ilniauoitarbresneblezqisemeifussent.qeliuenznesrachassentmesenluneꝑtiedelaterreauoitmontaignesdeuerslamerqilesuenzarrestoient.laencontrecroissoitherbedontlesbrebizdelacontreeauoientpouturecilqienceleterrehabitoient:uiuoientdeletdepeindorgelacostumesiestoitteleenceleisle:qeqantlasemenceestoitsorlaterreespandueqeleestoitautrētiesmeiormeure.etcilqihabitoientenceleterre.niarrestoientporautrechose:qeporceqiliestoientcuitedetoztreusdeliures.etceleterreestoitladaerrienedelacontreedecẏrene⁊siestoitmoltprocheinedelentreedesdeserz:qisontentreaufriqeegẏpte.parouchatonssenfoiensambleosonostqantildeguerpisacontree.porcesarqiuoloitaforceauoirlempirederome.dontpompeusfumorzsicomlucanstesmoigne.lorsmenalaialabitacleqeieueuauoie,sitrouaiunuielhomeuestudunepelicesimoloitorgeaunemeinmole.qantiecilqiensambleomoiestoientleumessalueilnosrecutmoutbenignementsifumoutliezdenostreuenue.noslideismes:qeuenznosauoientamenezencestriuage:qencoreatendionsuentcouignableporentrerenmerralerennostreuoie.aprescelidemandameslanaturedelat̉rredeceusqiihabitoient:siliauoitnulcrestiencarnosestionscrestienaussint.qantliuielzhomoiceilꝯmencaaplorerdeioiesiselessacheoiranospiez.quantilnosotmoutbesiezilnosꝯmandaaferenosorisōsanostresignor.apressiestendisorterrepiaꝰdemoutonssinosfistasseoirdeseure:puissinosaportaamengier.teluiandecomnostresiresliauoitdoneelamoitiedunpeindorge.unfaisseletduneerbedontiaioublielenonmesdoucechoseestoitdelasaueurdemiel.nousqatreiestionslipreudomliquinssimeniamesfumesreplenisaouleparladoucordeceleherbe.qimoutestoitbonedelitable.	ora.iii.anzqejemedepartidetoietjetoisaluéqejeentraienmeranerbonesicorumestantadroitesvoilescroisiesapropreventbonetdroit.qinosferoitenlapopedenostrenefsanztormentetsanztempeste:tantqeauquintjorgetamesnosancreselportdaufriqe.delasinosplotparlavolontédenostresignoraalerencartage.etvisiterlesliusdesseinz.etmeesmementlasopouturedeseintcyprienporaoreretfeirenozorissonssicomresonsestetdroiture.etquantvintauquinziemejorqenoseümeslademorénosrevenimesauport,sientramesennoznef.etqantnosfumesdepartidelaterre.etnozvoilesestoientestenduzporcorreenalixandreunsvenztraversainsnosvintqiamoltpresnosottormentezetperizmeslimarinierqisageestoient:geterentlorancrescarlaterrenosaparoitauquesproçainequantlatempestefutrespasseenosissimesenlisledecaphseounosnetrovamesguairesdegarisonsqibonesnosfussent.etjeqiplusfuiententisdesautresaschosesdelisleaenqerremepartidemescompaignons.etsialai.iii.bonesliuesensusdelrivage.porcerchieretenqerresejeaucuneaventureitroveroie.jenoimieloingaléqantjeitrovaiunpetithabitacle.ceestunepetitemesonqidaisestoitfete.etcovertenonmieporceqeledoutastpluiecaronqesneplutenlacontreemesgranzvensivenoientparpluiseursfoizethisdeus.ilniavoitarbresneblezqiseméifussent.qelivenznesrachassentmesenlunepartiedelaterreavoitmontaignesdeverslamerqilesvenzarrestoient.laencontrecroissoitherbedontlesbrebizdelacontreeavoientpoutureetcilqienceleterrehabitoient:vivoientdeletetdepeindorgeetlacostumesiestoitteleenceleisle:qeqantlasemenceestoitsorlaterreespandueqeleestoitautrentiesmejormeüre.etcilqihabitoientenceleterre.niarrestoientporautrechose:qeporceqiliestoientcuitedetoztreusetdelivres.etceleterreestoitladaerrienedelacontreedecyreneetsiestoitmoltprocheinedelentreedesdeserz:qisontentreaufriqeetegypte.parouchatonssenfoïensambleosonostqantildeguerpisacontree.porcesarqivoloitaforceavoirlempirederome.dontpompeusfumorzsicomlucanstesmoigne.lorsmenalaialabitacleqejeveüavoie,sitrovaiunvielhomevestudunepelicesimoloitorgeaunemeinmole.qantjeetcilqiensambleomoiestoientleümessaluéilnosreçutmoutbenignementetsifumoutliezdenostrevenue.etnoslideïsmes:qevenznosavoientamenezencestrivage:etqencoreatendionsventcovignableporentrerenmeretralerennostrevoie.apréscelidemandameslanaturedelaterreetdeceusqiihabitoient:etsiliavoitnulcrestiencarnosestionscrestienaussint.qantlivielzhomoïceilconmençaaplorerdejoiesiselessacheoiranospiez.quantilnosotmoutbesiezilnosconmandaaferenosorisonsanostresignor.apréssiestendisorterrepiausdemoutonssinosfistasseoirdeseure:etpuissinosaportaamengier.telviandecomnostresiresliavoitdoneelamoitiédunpeindorge.etunfaisseletduneerbedontjaioubliélenonmesdoucechoseestoitetdelasaveurdemiel.nousqatreiestionsetlipreudomliquinssimenjamesetfumesreplenietsaouléparladouçordeceleherbe.qimoutestoitboneetdelitable.
qant	qant
ie	je
seuerus	severus
oi	oï
dire	dire
postumien	postumien
telchose	telchose
ie	je
comencai	començai
asorriresi	asorriresi
dis	dis
a	a
gaullum	gaullum
mon	mon
compaignon	compaignon
galle,qetensambledontnefu-cebonsdemipeinsdorge:boneherbedont.v.homefurentsaouleentelmaniere	galle,qetensambledontnefu-cebonsdemipeinsdorge:etboneherbedont.v.homefurentsaouléentelmaniere
dont	dont
en	en
ot	ot
postumiens	postumiens
un	un
pou	pou
de	de
uergoignepor	vergoignepor
ce	ce
qil	qil
me	me
uit	vit
sorrire	sorrire
si	si
nos	nos
dist	dist
jemestoiepenseqeieuraconteroielesuiandesqecilhomnauoitdoneespar.vii.iorz:qenosensambleoluifusmesmesiementargeraioreqegallusnensoitanuiezpartroplongueparole:siuosconteraiapresceqenosfeimes.apresceqeliiorzlanuitfutrespassee:liautresiorzfuuenuznesaiqanzdecelsqienceleislehabitoient.uindrentalhabitacledelpreudomepornosuisiter.cilnosdistrentqenostreostesestoitprestrescarillenosauoitbiencelenefetnenosenauoitdemostrance.apsenalamesaleglisse.qipresde.ii.liuesestoit.loingdesonhabitacle.siestoittoteauirōneedunemontaigneenclose.faitesibassedeoeuresdeuergesqapainesipooitnushomesterdroizensonestant.qantliseruicesfufeznosleumesoientendunosenrepeiramesensambleonostreostesescompaignonssidemandamesdescostumesdesgenzdelaterre.etilnosdistrent:qilneuendoientnenachatoient.nenauoientorneargent:nenesauoientriensdelarrecīnedeboisdie:neneuoloientnenedesirroiētaauoirnedeniersnemonoiecarqantieuoildoneranostreoste.x.besanzilnenuoltnulprendreeinziuraqepororneporargētneporroiteglisseenlaterrefeteneestoreemesseilestoitdedenzmiselleenseroitdestruite.dontdonamesanostreosteceqenpeumessoffrirdenosuesteures:illesrecutmoutbenignement.lorsnosremanderentlinotonierauriuage.nospartimesdenostreostesinosenralamesanosnes.qantnosfumesdedenzrentrelimariniertraistrentlorancressidrecierentloruoilesesmasliuenzsiferiqitostnosotesquipezdelacontree.	jemestoiepenséqejevosraconteroielesviandesqecilhomnosavoitdoneespar.vii.jorz:qenosensambleoluifusmesmesjementargeraioreqegallusnensoitanuiezpartroplongueparole:etsivosconteraiaprésceqenosfeïmes.aprésceqelijorzetlanuitfutrespassee:etliautresjorzfuvenuznesaiqanzdecelsqienceleislehabitoient.vindrentalhabitacledelpreudomepornosvisiter.etcilnosdistrentqenostreostesestoitprestrescarillenosavoitbiencelénefetnenosenavoitdemostrance.aprésenalamesaleglisse.qipresde.ii.liuesestoit.loingdesonhabitacle.etsiestoittoteavironneedunemontaigneetenclose.etfaitesibassedeoevresdevergesqapainesipooitnushomesterdroizensonestant.qantliservicesfufezetnosleümesoïetentendunosenrepeiramesensambleonostreosteetsescompaignonssidemandamesdescostumesdesgenzdelaterre.etilnosdistrent:qilnevendoientnenachatoient.nenavoientorneargent:nenesavoientriensdelarrecinnedeboisdie:nenevoloientnenedesirroientaavoirnedeniersnemonoiecarqantjevoildoneranostreoste.x.besanzilnenvoltnulprendreeinzjuraqepororneporargentneporroiteglisseenlaterrefeteneestoreemesseilestoitdedenzmiselleenseroitdestruite.dontdonamesanostreosteceqenospeümessoffrirdenosvesteüres:etillesreçutmoutbenignement.lorsnosremanderentlinotonieraurivage.etnospartimesdenostreostesinosenralamesanosnes.qantnosfumesdedenzrentrélimariniertraistrentlorancressidrecierentlorvoilesesmaslivenzsiferiqitostnosotesquipezdelacontree.
einsintenalames.tantqau.vii.imeioruenimesenalixandre.laauoitentreleseuesqeslesmoignesdelaterre.granztenconsgranzdesputisonsdesliuresorigeneporceleochoisonmedeꝑtiiedalixandre.sialaitantqeieuīgenbethleemunchastelqiesta.vi.liuespresdeierusalem.adontengouernoitleglisseseinzieromesestoitprestresmestes,carceestuneparrocealeuesqedelacitedeierusalemcilieromesestoitmoltpreudōmoutseinzhomensigniezendoctrinezdelatin.degreu.debreusiqilnestoitnusqisepeustaparellierasascienceparclergie.etiememerueilmout.seuosnauezoideluiparlerparlesescrituresqilafeites	einsintenalames.tantqau.vii.imejorvenimesenalixandre.laavoitentrelesevesqesetlesmoignesdelaterre.granztençonsetgranzdesputisonsdeslivresorigeneetporceleochoisonmedepartijedalixandre.sialaitantqejevingenbethleemunchastelqiesta.vi.liuespresdejerusalem.adontengovernoitleglisseseinzjeromesetestoitprestresetmestres,carceestuneparrocealevesqedelacitédejerusalemetciljeromesestoitmoltpreudometmoutseinzhometensigniezetendoctrinezdelatin.etdegreu.etdebreusiqilnestoitnusqisepeüstaparellierasascienceparclergie.etjememerveilmout.sevosnavezoïdeluiparlerparlesescrituresqilafeites
gallus	gallus
dist	dist
uoirementenauomnosbienoitparler.sileconoissonscarencorenamie.v.anzqeieliucenunsienliureqilauoittretiefait.ouilreprenoitmolttoutelanasciondesmoignes:belguisunsnostrecompainssesoloitmoltcorrocierdeceqeliliuresdisoitqelimoignesmengoienttropmescedisoitildeceusdorienteincoisqedeceusdoccident.etneqedentilreprenoittoutesautresgenzdauaricedorgueil:detozautresuices.	voirementenavomnosbienoïtparler.etsileconoissonscarencorenamie.v.anzqejeliuçenunsienlivreqilavoittretiéetfait.ouilreprenoitmolttoutelanasciondesmoignes:etbelguisunsnostrecompainssesoloitmoltcorrocierdeceqelilivresdisoitqelimoignesmengoienttropmescedisoitildeceusdorienteinçoisqedeceusdoccident.etneqedentilreprenoittoutesautresgenzetdavariceetdorgueil:etdetozautresvices.
postumiens	postumiens
dist	dist
jefuiensambleolui.v.moissiqilauoitsouētbatailleencontrelesmalueshomesliheritelehaoientporceqillorblasmoittotadeslormalueseserrances.delamedeꝑtiiesimenuingenalixandreqantieioimesfreresuisitez:qiiarrestoientiemēalaiesdaerreinierespartiesdegẏptelatrouaiieesdeserzenlermitagepluisorsmoignesqiimanoient.preudomeseīthomeestoient.	jefuiensambleolui.v.moissiqilavoitsoventbatailleencontrelesmalvéshomesetliheritelehaoientporceqillorblasmoittotadéslormalveseserrances.delamedepartijesimenvingenalixandreqantjeioimesfreresvisitez:qiiarrestoientjemenalaiesdaerreinierespartiesdegyptelatrovaijeesdeserzenlermitagepluisorsmoignesqiimanoient.etpreudomeetseinthomeestoient.
longechoseseroitderaconterdedireceqeieiui.mesneqedentieuosconteraiunpetitdepluiseurᷤchosesqeieiaiueues.presdelermitagesorlariuieredelnilsiapluisorsabeies.teleiaouilacentmoignesenteleiameinzenteleiaplus.siuiuentsoloncleꝯmandementdelorabequanqilfontceestparlorabeteleestlorriule.etcilqiplusgnͣtuertuonteneus:qilorcuersontmielzesprouez.nesenpuentꝑtirnealerenlermitage.pormeneruiesolitaireseparleꝯmandementnondelorabe.etcestlorpremeraineuertuqilleissentloruolentezporautruiuoloirsaemplirfeire.etqnͣtaucunsenestissusparuolentedesonabeporalerenlermitagemanoirliabbeslienuoiepeinautreuiandetelecomluiplestdontsescorspuistestresostenuz.adontqantiefuilauenuzenceleterre,ieitrouaiꝑauentureundeusqienlermitageestoitalezmanoirnouelementsiauoitsonhabitaclefetestabli:pourmeneruiesolitaireloingdelabeiedontilestoitissuspresde.vi.luies.etlienuooitliabbes.trametoitpeinpar.ii.enfanzsicomilestoitlorusages.lienfantqilaestoientuenulepainaporteauoient:nestoientmiedegrantaagecarliainsneznauoitqe.xv.anz.liautres.xii.anz.sicomilsenrepairoientlauoieqilestoientuenuzunsgranzserpenzloruintalencontreqimoltestoithisdeusoribles.qantlienfantleuirent,ilnenorentnulepoor.liserpenzuinttresqedeuantlorpiezsibessalecollatesteaussiꝯmesilfustenchantezꝑcharmes.lorslepristlimendres,silencomencaamenerensambleolui.silifistportersasfubleure.qantilentraenlabeie,ildemenagrantioieaussiꝯmesileustlabesteueincue.etdontledesliadesasfubleureqisorliestoitsilenlessaalerdeuanttrestozsesfreresqilesgardoiēt.dōtcomencierenttuitlifreredelabeieadireliunsalautre:quelienfantestoientengrantuertu.qantliabbessotcestechoseilneuoutmieqelienfantsenorguellesissentsilesbatideuergesmoltdurement.etpuissilordistporceqilauoientdemostreloeureqenostresiresauoitporeusfet.bienlordistqilseussentqeceleoeurenestoitmieparlorfetmeᷤꝑladiuinepuissance.etbienentendissentqelendoitnostresignorseruirenhumilite,nonmiegloirefieressignesneesuertuz.qantcestechosefueinsinttrespasseeliseinzhomlesotacuilienfantauoientlepainaporteilfumlt̉dolenzporceqeliabbeslesauoitbatuzporlemiracleqenostresignorauoitpoureusfaitsidesfendialabbeqedesoreenauantnelienuoiastnepeinneuiande	longechoseseroitderaconteretdedireceqejeivi.mesneqedentjevosconteraiunpetitdepluiseurschosesqejeiaiveües.presdelermitagesorlarivieredelnilsiapluisorsabeïes.teleiaouilacentmoignesenteleiameinzenteleiaplus.etsiviventsoloncleconmandementdelorabéetquanqilfontceestparlorabételeestlorriule.etcilqiplusgrantvertuonteneus:etqilorcuersontmielzesprovez.nesenpuentpartirnealerenlermitage.pormenerviesolitaireseparleconmandementnondelorabé.etcestlorpremerainevertuqilleissentlorvolentezporautruivoloirsaempliretfeire.etqantaucunsenestissusparvolentédesonabéporalerenlermitagemanoirliabbeslienvoiepeinetautreviandetelecomluiplestdontsescorspuistestresostenuz.adontqantjefuilavenuzenceleterre,jeitrovaiparaventureundeusqienlermitageestoitalezmanoirnovelementsiavoitsonhabitaclefetetestabli:pourmenerviesolitaireloingdelabeïedontilestoitissuspresde.vi.luies.etlienvooitliabbes.ettrametoitpeinpar.ii.enfanzsicomilestoitlorusages.lienfantqilaestoientvenuetlepainaportéavoient:nestoientmiedegrantaagecarliainsneznavoitqe.xv.anz.etliautres.xii.anz.sicomilsenrepairoientlavoieqilestoientvenuzunsgranzserpenzlorvintalencontreqimoltestoithisdeusetoribles.qantlienfantlevirent,ilnenorentnulepoor.etliserpenzvinttresqedevantlorpiezsibessalecoletlatesteaussiconmesilfustenchantezparcharmes.lorslepristlimendres,silencomençaamenerensambleolui.etsilifistportersasfubleüre.qantilentraenlabeïe,ildemenagrantjoieaussiconmesileüstlabesteveincue.etdontledesliadesasfubleüreqisorliestoitsilenlessaalerdevanttrestozsesfreresqilesgardoient.dontcomencierenttuitlifreredelabeïeadireliunsalautre:quelienfantestoientengrantvertu.qantliabbessotcestechoseilnevoutmieqelienfantsenorguellesissentsilesbatidevergesmoltdurement.etpuissilordistporceqilavoientdemostréloevreqenostresiresavoitporeusfet.etbienlordistqilseüssentqeceleoevrenestoitmieparlorfetmesparladivinepuissance.etbienentendissentqelendoitnostresignorservirenhumilité,nonmiegloirefieressignesneesvertuz.qantcestechosefueinsinttrespasseeetliseinzhomlesotacuilienfantavoientlepainaportéilfumoutdolenzporceqeliabbeslesavoitbatuzporlemiracleqenostresignoravoitpoureusfaitsidesfendialabbéqedesoreenavantnelienvoiastnepeinneviande
einsifuliseinzhom.viii.iorzqeonqesnemengasiꝯmencierētsesmembresmoltaamaigrir:porlafaminemessauraiepenseenalaschoitonqes:qianostresignorestoitentētiue.sescorsalassoitporceqilnauoituiandemeslafoiqierturaieenluifermeduroitsanzochoison.dontuintliabbesꝑlauolentedelseintesperitalui:pordemanderqeluieiluoudroitmenerqilnelessoitqepeinslifustaportezparnulhome.qantciluitlabbeuenirilcouruencontre,silirendigracesdeceqilleuenoituisitersilenmenaasacelleetsicomilentroientdedenzambeduiensābleiluirentuncorbellonpendrealentreedelhuis.sisentirentqeodeursdechautpeinenissoit.puissiregarderentsiletrouerentaussintcomsilfustmeintenanttrezhorsdelfeumesilnauoitmieformenesamblancedepeindelacontreedōtfurentanduiesbahisisorentbienconurentqeceestoitdonsdenostresignor.dontdistliseinzhomalabbeqenostresireᷤliauoitenuoieporsauenueetliabbesdisoitqenonauoiteinzestoitporlauertuporlafoiqilauoitenlujlorssassistrēt,simengierentpargrantioie.celpeinqenostresireslorauoitenuoie.aprespristcongieliabbes,sisenreuintenlabeie.ilracontaasesfrerescestmiracleqilauoitueu.dontfurentilsiesmeuzenlorcoragesdelamournostresignor:qildistrentqilestoiētmoltchetifqantilensamblesetenoient.ouilauoienthumeinecompaignie.dontsenpartirentpluisoralerentenlermitagepormeneruiesolitaire.etiemedeꝑtidelasimenentraienlapremeraineꝑtiedeldesert.oulihermitehabitoientetceestoitloingdelariuieredelnilpriesde.xii.liues.siauoitensambleomoiundesfreresdelacontree.qimoltbiensauoitlesdeserzlermitage.cilmemenaꝑtozlesleusqidiuersestoientounosueimesplusorschoseᷤ.	einsifuliseinzhom.viii.jorzqeonqesnemengasiconmencierentsesmembresmoltaamaigrir:porlafaminemessavraiepenseenalaschoitonqes:qianostresignorestoitententive.sescorsalassoitporceqilnavoitviandemeslafoiqiertvraieenluietfermeduroitsanzochoison.dontvintliabbesparlavolentédelseintesperitalui:pordemanderqelvieilvoudroitmenerqilnelessoitqepeinslifustaportezparnulhome.qantcilvitlabbévenirilcouruencontre,silirendigracesdeceqillevenoitvisitersilenmenaasacelleetsicomilentroientdedenzambeduiensambleilvirentuncorbellonpendrealentreedelhuis.etsisentirentqeodeursdechautpeinenissoit.puissiregarderentsiletroverentaussintcomsilfustmeintenanttrezhorsdelfeumesilnavoitmieformenesamblancedepeindelacontreedontfurentanduiesbahietsisorentbienetconurentqeceestoitdonsdenostresignor.dontdistliseinzhomalabbéqenostresiresliavoitenvoiéporsavenueetliabbesdisoitqenonavoiteinzestoitporlavertuetporlafoiqilavoitenluilorssassistrent,simengierentpargrantjoie.celpeinqenostresiresloravoitenvoié.apréspristcongiéliabbes,sisenrevintenlabeïe.ilracontaasesfrerescestmiracleqilavoitveü.dontfurentilsiesmeüzenlorcoragesdelamournostresignor:qildistrentqilestoientmoltchetifqantilensamblesetenoient.ouilavoienthumeinecompaignie.dontsenpartirentpluisoretalerentenlermitagepormenerviesolitaire.etjemedepartidelasimenentraienlapremerainepartiedeldesert.oulihermitehabitoientetceestoitloingdelarivieredelnilpriesde.xii.liues.siavoitensambleomoiundesfreresdelacontree.qimoltbiensavoitlesdeserzetlermitage.cilmemenapartozlesleusqidiversestoientounosveïmesplusorschoses.
